UBV CCD observations

  No    Ref    V       B-V     U-B			

2570	121	16.34	16.34
2589	121	16.37	16.37
2590	121	16.4	16.4
2592	121	16.5	16.5
2594	121	16.57	16.57
2601	121	16.62	16.62
2607	121	16.62	16.62
2608	121	16.63	16.63
2612	121	16.64	16.64
2617	121	16.68	16.68
2619	121	16.69	16.69
