UBV CCD observations

  No    Ref    V       B-V     U-B
 0411   348  16.180   1.550         
 0412   348  17.190   1.010         
 0413   348  16.140   0.780         
 0414   348  16.460   0.920         
 0415   348  15.170   0.960         
 0416   348  15.340   1.120         
 0417   348  16.630   0.910         
 0418   348  15.760   0.730         
 0419   348  15.190   0.440         
 0420   348  16.470   0.750         
 0421   348  15.280   0.680         
 0422   348  16.210   1.150         
 0423   348  14.190   0.880         
 0424   348  16.120   0.690         
 0425   348  15.830   0.980         
 0426   348  15.600   1.530         
 0427   348  16.470   0.900         
 0428   348  15.450   1.050         
 0429   348  15.920   1.100         
 0430   348  14.560   0.880         
 0431   348  16.250   0.780         
 0432   348  15.610   0.810         
 0433   348  15.340   0.750         
 0434   348  16.210   0.750         
 0435   348  15.240   1.120         
 0436   348  15.500   0.890         
 0437   348  15.980   0.910         
 0438   348  15.630   0.870         
 0439   348  16.250   0.860         
 0440   348  16.140   1.170         
 0441   348  16.360   1.010         
 0442   348  16.520   1.000         
 0443   348  15.670   1.190         
 0444   348  16.310   0.850         
 0445   348  16.980   0.790         
 0446   348  15.570   2.310         
 0447   348  13.920   0.320         
 0448   348  16.030   0.760         
 1053    55  10.140   0.100         
 1056    55  13.170   0.360   0.260
 1063    55  13.980   0.030   0.270
 1064    55  14.190   0.050   0.070
 1066    55  14.280  -0.090  -0.060
 1067    55  12.950   0.450   0.350
 1070    55  11.640   0.260   0.200
 1075    55  12.590   0.450  -0.220
 1090    55  12.940   0.260  -0.080
 1093    55  12.580   0.420  -0.250
 1094    55  14.160  -0.230   0.170
 1095    55  12.370   0.490  -0.270
 1097    55  13.730   0.220  -0.580
 1107    55  14.620  -0.490  -0.210
 1109    55  14.220   1.250  -2.240
 1118    55  13.530   1.400  -1.600
 1122    55  13.590  -0.100  -0.310
 1124    55  13.900   1.210  -1.860
 1130    55  13.590   0.550  -1.000
 1132    55  14.000   0.570  -1.150
 1133    55  13.320   0.390  -0.630
 1135    55  14.220   0.190  -0.400
 1146    55  13.750   0.690  -1.120
 1155    55  13.550   0.590  -0.920
 1158    55  13.640   0.520   0.660
 1159    55  12.060   0.310  -0.310
 1164    55  13.840   1.060  -1.610
 1169    55  14.350   1.520  -2.470
 1171    55  14.150   0.520  -1.180
 1183    55  12.400   0.600  -0.220
 1193    55  13.210   1.070  -0.740
 1197    55  14.110   0.110   0.460
 1199    55  13.260   0.240   0.280
 1201    55  14.260   3.530  -4.570
 1206    55  12.890   0.300  -0.170
 1211    55  12.670   0.290  -0.310
 1220    55  13.620   0.530  -0.100
 1221    55  14.310   1.390  -2.360
 1226    55  12.500   0.500  -0.880
 1237    55  12.660   1.350  -0.540
 1239    55  11.900   0.500   0.510
 1241    55  13.090   0.540  -0.280
 1243    55  13.340   0.270   0.120
 1244    55  13.210   0.730  -0.950
 1250    55  13.110   0.120  -0.150
 1251    55  13.740   0.870  -0.110
 1255    55  11.110   1.120   1.500
 1256    55  14.820   0.440   0.350
 1266    55  13.470   0.560  -0.710
 1269    55  12.220   1.050  -0.080
 1275    55  13.110   0.500   0.030
 1278    55  14.120  -0.180  -0.050
 1281    55  13.780   0.290   0.070
 1287    55  13.270   0.240   0.230
 1290    55  13.130   0.390   0.720
 1297    55  13.150   0.200  -0.130
 1300    55  12.570   0.620  -0.270
 1303    55  13.840   0.250   1.570
 1308    55  13.700   0.340   0.220
 1320    55  13.690   0.170   0.460
 1328    55  12.600   0.480   0.040
 1352    55  15.140  -0.180   1.920
 1352   390  14.637   0.362   0.030
 1364    55  13.750   0.210   0.220
 1364   348  13.740   0.310         
 1364   390  13.786   0.329   0.158
 1381    55  13.590   0.020   0.440
 1381   390  13.530   0.328   0.228
 1391    55  13.650  -0.050   0.050
 1391   390  14.043   0.363   0.021
 1396    55  14.360   0.500   0.100
 1396   348  14.210   0.420         
 1400    55  13.060   0.310  -0.450
 1400   390  13.088   0.223  -0.522
 1419    55  13.350   0.280   0.250
 1421    55  12.670   0.550   0.180
 1421   348  12.680   0.370  -0.140
 1421   390  12.673   0.384   0.194
 1429    55  13.160   0.410  -0.540
 1429   348  13.270   0.410  -0.380
 1431    55  13.780   0.220  -0.700
 1431   348  13.610   0.340  -0.360
 1431   390  13.601   0.328  -0.419
 1433    55  13.260   0.480  -0.500
 1433   348  13.510   0.270  -0.480
 1433   390  13.481   0.216  -0.341
 1444    55  13.180   0.510         
 1444   348  13.120   0.610   0.120
 1444   390  13.092   0.582   0.083
 1452    55  13.490   0.560   0.230
 1452   348  13.690   0.410  -0.380
 1452   390  13.672   0.418  -0.378
 1462    55  11.460   0.090  -0.370
 1469    55  13.350   0.350  -0.310
 1469   348  13.410   0.300  -0.460
 1469   390  13.430   0.249  -0.392
 1471    55  12.480   0.950   0.700
 1472    55  13.290   0.460   0.110
 1472   348  13.440   0.620   0.040
 1472   390  13.492   0.562  -0.030
 1474    55  12.010   0.330  -0.250
 1497    55  14.050   0.770  -0.140
 1497   348  13.790   0.440   0.020
 1497   390  13.770   0.447   0.066
 1500    55  11.600   0.290  -0.360
 1500   348  12.270   0.170  -0.460
 1500   390  12.299   0.185  -0.456
 1502    55  11.590   0.290  -0.370
 1502   348  12.480   0.280  -0.520
 1502   390  12.431   0.339  -0.555
 1503    55  13.650   0.160   0.930
 1504    55  13.760   0.570  -0.280
 1504   348  14.090   0.350  -0.320
 1504   390  14.079   0.334  -0.203
 1508    55  13.290   0.490  -0.270
 1508   348  13.430   0.570  -0.060
 1508   390  13.469   0.505   0.041
 1509    55  13.690   0.480   0.860
 1509   348  13.880   0.590  -0.040
 1509   390  13.908   0.565   0.180
 1518    55  12.920   0.670   0.520
 1518   348  13.110   0.640   0.320
 1518   390  13.105   0.649   0.154
 1519    55  12.360   0.590  -0.710
 1519   348  13.470   0.490  -0.260
 1520    55  12.910   0.460  -0.750
 1520   348  12.910   0.460  -0.340
 1520   390  12.949   0.396  -0.335
 1521    55  12.480   0.520  -0.170
 1521   348  12.630   0.660   0.240
 1521   390  12.645   0.647   0.100
 1522    55  13.640   0.830   0.120
 1522   348  14.190   0.520  -0.220
 1522   390  14.211   0.418  -0.185
 1526    55  12.190  -0.120   0.040
 1528    55  13.060   0.820  -0.100
 1528   348  12.980   0.560   0.100
 1530    55  12.860   0.380   1.120
 1534    55  13.850   0.410   0.880
 1539    55  14.270   0.360  -1.240
 1539   348  14.220   0.620   0.160
 1542    55  12.090   0.820   1.060
 1549    55  13.560   0.260   0.680
 1549   348  13.620   0.460  -0.420
 1549   390  13.652   0.412  -0.464
 1551    55  13.720   0.610  -0.240
 1551   348  13.990   0.490  -0.100
 1551   390  14.016   0.466   0.041
 1552    55  13.500   0.440  -0.200
 1552   348  13.270   0.610   0.080
 1552   390  13.309   0.545   0.008
 1553    55  13.030   0.520  -0.560
 1553   348  13.280   0.390  -0.400
 1553   390  13.319   0.360  -0.409
 1555    55  12.280   0.410   0.290
 1560    55  13.350   0.610  -1.000
 1560   348  13.460   0.530  -0.360
 1560   390  13.498   0.498  -0.477
 1561    55  12.040   0.540   0.350
 1563    55  13.390   0.700  -0.570
 1563   348  13.800   0.430  -0.300
 1563   390  13.865   0.385  -0.279
 1569    55  13.610   0.560   0.160
 1569   348  13.580   0.550  -0.260
 1569   390  13.647   0.500  -0.272
 1570    55  13.880   0.030  -0.360
 1570   348  13.670   0.540   0.220
 1571    55  13.020   0.230   0.510
 1572    55  13.200   0.580  -0.620
 1572   348  13.410   0.400  -0.360
 1572   390  13.472   0.368  -0.341
 1576    55  11.890   0.220  -0.190
 1582    55  14.380   0.400  -0.470
 1582   348  14.400   0.460  -0.180
 1585    55  12.670   0.430  -0.360
 1585   348  12.700   0.390  -0.540
 1586    55  13.660   0.550   0.410
 1586   348  13.440   0.450   0.100
 1587    55  13.020   0.400   0.240
 1588    55  13.110   0.380  -0.340
 1588   348  13.090   0.530  -0.300
 1591    55  12.070   0.090  -0.370
 1592    55  12.960   0.400   0.060
