UBV CCD observations

  No    Ref    V       B-V     U-B
 1387   293  18.199   0.991         
 1388   293  18.169   1.151         
 1389   293  18.130   0.924         
 1393   293  19.096   1.739         
 1394   293  18.272   1.215         
 1395   293  18.268   1.104         
 1396   293  18.190   0.929         
 1397   293  18.895   1.588         
 1398   293  18.177   1.190         
 1399   293  18.367   1.229         
 1400   293  18.266   1.140         
 1401   293  18.441   1.356         
 1402   293  18.285   1.105         
 1403   293  18.343   1.039         
 1404   293  18.359   1.183         
 1405   293  18.543   1.213         
 1406   293  18.240   0.980         
 1409   293  18.751   1.752         
 1410   293  18.223   0.906         
 1412   293  18.327   1.028         
 1413   293  18.720   1.605         
 1414   293  18.306   0.937         
 1415   293  18.292   1.063         
 1416   293  18.454   1.157         
 1417   293  18.367   1.078         
 1418   293  18.465   1.275         
 1419   293  18.437   1.412         
 1421   293  18.458   1.137         
 1423   293  18.412   0.996         
 1424   293  18.386   1.029         
 1426   293  18.208   1.168         
 1427   293  18.294   0.995         
 1428   293  18.346   0.903         
 1429   293  18.375   1.061         
 1431   293  18.394   1.082         
 1432   293  18.454   1.133         
 1433   293  18.417   0.899         
 1434   293  18.748   1.434         
 1435   293  18.296   1.164         
 1436   293  18.435   1.071         
 1437   293  18.669   1.387         
 1438   293  18.468   1.023         
 1439   293  18.649   1.145         
 1440   293  18.433   1.032         
 1441   293  18.453   1.166         
 1442   293  18.549   1.093         
 1443   293  18.497   0.988         
 1445   293  18.506   1.026         
 1447   293  18.486   1.040         
 1448   293  18.470   0.983         
 1449   293  18.481   1.132         
 1450   293  18.532   0.956         
 1452   293  19.086   1.792         
 1453   293  19.848   2.244         
 1456   293  18.652   1.399         
 1457   293  18.712   1.271         
 1458   293  18.478   1.006         
 1459   293  18.632   1.263         
 1461   293  18.578   1.261         
 1463   293  18.618   1.108         
 1465   293  18.543   0.958         
 1466   293  19.257   1.809         
 1467   293  18.579   1.033         
 1468   293  18.897   1.497         
 1469   293  18.545   1.238         
 1470   293  18.950   1.411         
 1471   293  18.642   1.201         
 1472   293  18.649   1.089         
 1473   293  18.784   1.354         
 1475   293  18.814   1.190         
 1477   293  19.419   1.995         
 1478   293  18.528   1.081         
 1480   293  18.966   1.408         
 1481   293  18.914   1.319         
 1483   293  18.872   1.298         
 1484   293  18.672   1.085         
 1485   293  18.968   1.366         
 1486   293  18.724   1.170         
 1487   293  19.188   1.750         
 1489   293  19.085   1.574         
 1490   293  19.233   1.697         
 1492   293  18.696   1.072         
 1493   293  18.855   1.015         
 1494   293  18.900   1.205         
 1496   293  18.824   1.291         
 1497   293  18.714   0.961         
 1498   293  19.036   1.329         
 1499   293  18.951   1.190         
 1500   293  18.981   1.349         
 1502   293  19.050   1.351         
 1503   293  18.878   1.104         
 1504   293  18.726   0.825         
 1505   293  18.984   1.257         
 1506   293  19.613   1.642         
 1507   293  18.966   1.228         
 1509   293  18.904   1.023         
 1511   293  19.033   1.326         
 1513   293  19.367   1.549         
 1516   293  19.534   1.687         
 1517   293  19.240   1.493         
 1518   293  19.292   1.681         
 1519   293  19.001   1.247         
 1521   293  18.926   1.037         
 1522   293  19.154   1.448         
 1523   293  19.869   1.352         
 1524   293  19.386   1.378         
 1527   293  19.272   2.038         
 1528   293  19.439   1.687         
 1529   293  19.307   1.386         
 1530   293  19.459   1.358         
 1531   293  19.104   1.260         
 1534   293  19.015   0.994         
 1535   293  19.273   1.396         
 1536   293  19.265   1.377         
 1537   293  19.148   1.026         
 1539   293  19.030   0.922         
 1540   293  19.564   2.090         
 1541   293  19.092   1.165         
 1542   293  19.295   1.336         
 1543   293  19.505   1.709         
 1544   293  19.161   1.180         
 1545   293  19.116   1.115         
 1546   293  19.156   0.942         
 1548   293  19.353   1.306         
 1550   293  19.748   1.832         
 1551   293  19.463   1.511         
 1552   293  19.502   1.424         
 1554   293  19.771   1.613         
 1560   293  19.412   1.338         
 1561   293  19.278   1.142         
 1562   293  19.204   1.305         
 1565   293  19.493   1.311         
 1566   293  19.484   1.262         
 1568   293  19.751   1.490         
 1571   293  19.225   1.704         
 1572   293  19.085   1.183         
 1573   293  19.438   1.441         
 1574   293  19.541   1.352         
 1575   293  19.733   1.842         
 1576   293  19.984   1.626         
 1577   293  19.430   1.342         
 1578   293  19.313   1.153         
 1580   293  20.063   0.992         
 1581   293  19.369   1.155         
 1582   293  19.854   2.040         
 1583   293  19.736   1.523         
 1584   293  19.455   0.965         
 1585   293  19.496   1.317         
 1587   293  19.319   1.055         
 1589   293  19.309   1.081         
 1591   293  19.506   1.503         
 1592   293  19.714   1.371         
 1594   293  19.645   1.717         
 1595   293  19.252   1.409         
 1596   293  19.290   1.230         
 1597   293  19.610   1.381         
 1598   293  19.535   1.338         
 1599   293  19.479   1.266         
 1601   293  19.792   1.597         
 1602   293  19.579   1.273         
 1604   293  19.340   1.154         
 1605   293  19.586   1.539         
 1606   293  19.317   1.091         
 1608   293  19.695   1.903         
 1613   293  19.444   1.448         
 1615   293  19.414   1.266         
 1618   293  19.543   1.404         
 1620   293  19.533   1.205         
 1621   293  19.402   1.309         
 1624   293  19.492   1.191         
 1625   293  19.581   1.506         
 1626   293  19.488   1.159         
 1628   293  19.780   1.434         
 1629   293  19.484   1.026         
 1630   293  19.890   1.834         
 1631   293  19.916   1.555         
 1633   293  19.431   1.281         
 1636   293  19.625   1.205         
 1637   293  19.698   1.419         
 1638   293  19.662   1.276         
 1640   293  20.334   1.734         
 1641   293  19.948   1.689         
 1648   293  19.683   1.390         
 1650   293  19.634   1.555         
 1651   293  19.594   1.254         
 1652   293  19.740   1.543         
 1660   293  19.574   1.337         
 1661   293  19.898   1.398         
 1662   293  19.900   1.220         
 1664   293  19.772   1.118         
 1665   293  19.600   1.441         
 1668   293  19.732   1.441         
 1669   293  19.675   1.414         
 1672   293  19.731   1.333         
 1674   293  19.963   1.550         
 1675   293  19.646   1.597         
 1679   293  19.951   1.603         
 1680   293  20.460   1.794         
 1685   293  19.809   1.114         
 1686   293  20.183   1.640         
 1688   293  19.749   1.204         
 1689   293  20.090   1.536         
 1691   293  19.885   1.236         
 1697   293  20.163   1.240         
 1702   293  20.387   1.713         
 1706   293  20.203   1.661         
 1707   293  19.927   1.069         
 1713   293  19.915   1.348         
 1714   293  19.854   1.154         
 1722   293  20.080   1.405         
 1724   293  19.989   1.581         
 1726   293  20.069   1.368         
 1729   293  20.092   1.379         
 1730   293  20.273   1.620         
 1731   293  20.323   2.590         
 1733   293  20.430   1.621         
 1734   293  20.358   1.360         
 1736   293  20.206   1.983         
 1740   293  20.286   1.975         
 1741   293  20.283   1.563         
 1742   293  20.274   1.598         
 1744   293  20.328   1.583         
 1746   293  19.933   1.421         
 1748   293  20.138   1.381         
 1755   293  20.545   1.228         
 1757   293  20.081   1.451         
 1758   293  20.522   1.469         
 1765   293  20.350   1.597         
 1766   293  20.066   1.300         
 1767   293  20.378   1.307         
 1769   293  20.144   1.270         
 1779   293  20.235   1.014         
 1782   293  20.280   1.398         
 1784   293  20.174   1.572         
 1786   293  20.360   1.956         
 1816   293  20.676   1.346         
 1817   293  20.663   1.557         
 1831   293  20.440   1.565         
 1835   293  20.670   1.547         
 1845   293  20.344   1.217         
 1881   293  21.128   1.355
